Z9574,30.069,121.509,453.84720000000004,20200508000000
0.3,-9999.0,-9999.0
0.6,-0.26934647902788333,15.430849448887617
0.9,6.542679991011118,10.470476702081083
1.2,4.3617866606740785,6.980317801387389
1.5,5.737551116855902,6.600297539646649
1.8,3.8006506723983797,4.8646110250253045
2.1,5.047286353847438,4.387539089360395
2.4,4.314456869738439,2.8018410517313055
2.7,3.599514897126326,1.995243688316205
3.0,3.4942751680482265,3.037527061864889
3.4,3.286800414309835,2.476781764082718
3.7,5.59489173555761,2.608940862838625
4.0,4.261900651290661,1.809069495660198
4.3,3.867323774696822,1.4075907402596561
4.6,4.662409779631342,2.174117385698854
4.9,5.117881065902587,3.4520543671378925
5.2,3.522387762050493,-0.7487066315700167
5.5,4.350739246533925,-1.5835395827921133
5.8,0.0,-0.0
6.1,-0.0,-0.0
6.7,0.3508472363505517,0.37623759826096603
7.3,-0.0,-0.0
7.6,-0.0,-0.0
7.9,-0.0,-0.0
8.5,-0.44096114617319465,-0.26495618725672826
9.1,0.08933156851897568,-0.5066245004596003
10.7,-0.0,0.0
12.2,0.0,0.0
13.7,0.0,-0.0
15.2,-0.20100772174002204,-0.47354451681007337
