Z9317,38.279,116.805,108.81360000000001,20200508000000
0.3,-11.601971324090465,-4.2227722207789675
0.6,-15.348655315597636,-1.613208679302343
0.9,-13.357109424337718,-0.7000164425701171
1.2,-8.984860801657627,-2.2401773995012735
1.5,-8.585648318580088,-3.468827086503872
1.8,-7.518824041921746,-1.7358573059498683
2.1,-7.659081633755425,-0.940416975320163
2.4,-7.174753606808446,-0.6277096041874721
2.7,-4.91961418657624,-1.504076997775645
3.0,-3.118626761060066,-1.8005400000000005
3.4,-0.4348234771397714,-0.9324819559262681
3.7,1.4309413864300145,0.5781378477506454
4.0,3.1795649176924248,1.6906046553170158
4.3,5.1286507575944755,2.3915291242687395
4.6,6.614417192597919,3.9743428088509236
4.9,6.397351332378234,4.3150679589223655
5.2,6.57360082861967,4.953563528165436
5.5,6.742473242624463,4.721130590662914
5.8,8.378261777290698,5.034167557877836
6.1,10.348605329238186,5.73632560390909
6.7,13.524365740188065,8.450961655056028
7.3,14.080930349780738,7.486963473546783
7.6,14.396905465361488,8.996184987640287
7.9,14.074172931232116,9.493149509629205
8.5,13.734293185346184,9.978548091248216
9.1,13.200595079293299,11.475102233711802
10.7,16.4390472327994,14.801784612815796
12.2,-9999.0,-9999.0
13.7,-9999.0,-9999.0
15.2,-9999.0,-9999.0
