Z9662,21.845,111.979,105.7656,20200508000000
0.3,1.0719788222277082,6.079494005515204
0.6,2.835977626529941,9.890229337170176
0.9,3.8708745357140555,10.635140380416258
1.2,3.854252318337635,9.539609242866762
1.5,3.766348775950464,8.459357854133874
1.8,2.4065231964410354,7.871382698521983
2.1,nan,nan
2.4,nan,nan
2.7,nan,nan
3.0,nan,nan
3.4,nan,nan
3.7,nan,nan
4.0,nan,nan
4.3,nan,nan
4.6,nan,nan
4.9,nan,nan
5.2,nan,nan
5.5,nan,nan
5.8,nan,nan
6.1,nan,nan
6.7,nan,nan
7.3,nan,nan
7.6,nan,nan
7.9,nan,nan
8.5,nan,nan
9.1,nan,nan
10.7,nan,nan
12.2,nan,nan
13.7,nan,nan
15.2,nan,nan
